gene_symbol,gene_id,entrez_id,chromosome,strand,number_of_transcripts,median_transcriptome_length,median_genome_length,median_number_of_exons,median_gene_start,median_gene_end
LOC348751,NA,NA,2,-,1,948,90637,4,200625259,200715896
LOC348761,NA,NA,2,-,1,3503,11664,6,231849083,231860747
LOC348840,NA,NA,3,-,1,2885,23138,10,197784404,197807542
LOC348926,NA,NA,4,-,1,3407,13479,6,3943669,3957148
LOC349196,110427,349196,8,-,3,2873,2873,1,7125763,7128636
LOC349408,NA,NA,X,-,1,1584,40483,5,12920936,12961419
LOC374443,NA,NA,12,+,1,2608,10365,4,9800643,9811008
LOC374491,NA,NA,13,+,1,2705,17466,9,25154346,25171812
LOC375190,NA,NA,2,+,1,1346,46157,11,24346350,24392507
LOC375196,119559,375196,2,-,1,1056,1056,1,39186429,39187485
LOC386597,NA,NA,2,-,1,2343,6406,5,7052407,7058813
LOC386758,122122,386758,19,+,3,1661,5494,4,56905045,56910539
LOC387646,NA,NA,10,-,1,6453,6453,1,27534782,27541235
LOC387647,NA,NA,10,+,1,2020,12798,3,29698501,29711299
LOC387723,122681,387723,10,-,1,2663,46919,8,131862162,131909081
LOC387895,122761,387895,12,-,1,616,41561,5,127215247,127256808
LOC388152,NA,NA,15,-,1,3349,31320,7,84867600,84898920
LOC388242,NA,NA,16,-,2,1473,2610,5,29845964,29848574
LOC388387,NA,NA,17,-,1,1838,24060,6,41026691,41050751
LOC388428,NA,NA,17,+,1,1571,17657,6,79139307,79156964
LOC388499,122996,388499,19,-,1,1600,1600,1,7943517,7945117
LOC388564,NA,NA,19,-,1,660,5015,2,55890612,55895627
LOC388588,NA,NA,1,+,1,542,3194,4,3689352,3692546
LOC388630,123072,388630,1,-,1,7022,236362,7,48226200,48462562
LOC388692,123104,388692,1,+,1,12266,12266,1,149279476,149291742
LOC388789,NA,NA,20,+,1,490,2130,2,18548073,18550203
LOC388796,NA,NA,20,-,2,1108,14737,8,37049253,37063990
LOC388906,NA,NA,22,+,1,1240,5109,2,42665759,42670868
LOC388942,NA,NA,2,+,1,1807,16491,3,42104695,42121186
LOC388946,NA,NA,2,+,1,677,4860,3,46706704,46711564
LOC388948,NA,NA,2,+,1,1039,5992,4,47043807,47049799
LOC389023,NA,NA,2,-,1,727,17295,3,115901625,115918920
LOC389033,NA,NA,2,-,1,398,11455,3,130680435,130691890
LOC389043,123245,389043,2,+,1,3052,5327,3,132160474,132165801
LOC389247,123359,389247,4,-,1,778,9778,3,184415890,184425668
LOC389332,123400,389332,5,-,1,1695,1695,1,135527156,135528851
LOC389333,NA,NA,5,-,1,3250,3250,1,138727635,138730885
LOC389458,123466,389458,7,+,1,529,1116,3,5111738,5112854
LOC389493,NA,NA,7,-,1,598,1716,2,56182374,56184090
LOC389634,NA,NA,12,-,1,659,33788,2,8509560,8543348
LOC389641,NA,NA,8,+,1,1967,5705,3,23082734,23088439
LOC389705,123547,389705,9,+,1,918,26397,5,14993325,15019722
LOC389765,123574,389765,9,+,1,1755,36877,9,88420917,88457794
LOC389791,123586,389791,9,+,1,2105,2105,1,130890808,130892913
LOC389906,123639,389906,X,-,1,1786,26359,5,3735576,3761935
LOC390595,NA,NA,15,-,1,1378,13355,5,65385342,65398697
LOC390705,123982,390705,16,-,2,434,434,1,32799568,32800002
LOC390858,124032,390858,18,+,1,526,17475,5,56702971,56720446
LOC390940,NA,NA,19,+,2,740,3432,5,44082824,44086256
LOC391322,124211,391322,22,+,1,561,926,2,24373117,24374043
LOC392196,NA,NA,8,-,1,1437,1437,1,11985367,11986804
LOC392232,NA,NA,8,-,1,2657,46335,21,73117534,73163869
LOC399744,124912,399744,10,+,1,5245,24007,8,38717074,38741081
LOC399753,124918,399753,10,-,1,2131,21499,8,49218159,49239658
LOC399815,124934,399815,10,+,1,2106,19081,6,124639149,124658230
LOC399881,NA,NA,11,-,1,1880,7865,2,43283054,43290919
LOC399959,NA,NA,11,-,1,3078,113959,4,121959811,122073770
LOC400027,125006,400027,12,-,1,2201,2201,1,46119503,46121704
LOC400043,NA,NA,12,+,1,1393,6771,2,54519855,54526626
LOC400084,NA,NA,12,-,1,2072,24686,6,126443234,126467920
LOC400236,NA,NA,14,+,1,1075,2439,2,89883698,89886137
LOC400238,NA,NA,14,+,1,705,3675,4,90921574,90925249
LOC400456,NA,NA,15,-,1,1374,47810,4,95822519,95870329
LOC400548,125142,400548,16,+,1,2002,12293,3,85170756,85183049
LOC400550,NA,NA,16,-,2,2884,27765,4,86514701,86542466
LOC400643,125196,400643,18,-,1,1744,4395,7,6925473,6929868
LOC400654,125205,400654,18,-,1,2404,46972,3,61880318,61927290
LOC400655,125206,400655,18,-,1,2648,110440,6,70821293,70931733
LOC400657,125207,400657,18,-,1,3472,6061,2,72259010,72265071
LOC400680,125220,400680,19,+,1,3749,19523,11,21666517,21686040
LOC400685,125224,400685,19,-,1,2074,16715,6,35307058,35323773
LOC400752,125268,400752,1,+,1,1709,1709,1,45769582,45771291
LOC400759,NA,NA,1,+,1,1229,17255,5,89873238,89890493
LOC400794,NA,NA,1,-,1,1745,105262,7,165446079,165551341
LOC400804,NA,NA,1,-,1,4490,6368,2,221503270,221509638
LOC400891,NA,NA,22,+,1,5128,18208,11,21400249,21418457
LOC400927,125346,400927,22,-,1,489,54261,5,38740670,38794931
LOC400931,NA,NA,22,+,1,4711,27931,6,46481877,46509808
LOC400940,125355,400940,2,+,1,3460,6254,3,6122110,6128364
LOC400958,125371,400958,2,-,1,3026,30607,3,65128974,65159581
LOC400960,NA,NA,2,-,1,2375,124752,11,70189395,70314147
LOC401010,NA,NA,2,-,1,2733,2733,1,132199734,132202467
LOC401022,NA,NA,2,-,1,3802,15762,3,177037924,177053686
LOC401052,125425,401052,3,-,1,1893,4677,4,10048102,10052779
LOC401093,125449,401093,3,-,2,6648,7010,2,151980405,151987415
LOC401097,NA,NA,3,+,1,2577,2577,1,159943423,159946000
LOC401109,NA,NA,3,+,1,1825,18254,3,195869507,195887761
LOC401127,NA,NA,4,+,1,1648,1648,1,39481875,39483523
LOC401134,NA,NA,4,-,1,4072,90219,7,65779999,65870218
LOC401164,NA,NA,4,+,1,478,146330,5,189376732,189523062
LOC401177,NA,NA,5,-,1,2309,8404,3,17379015,17387419
LOC401233,NA,NA,6,-,1,4615,4615,1,3020390,3025005
LOC401242,NA,NA,6,-,1,2783,4052,2,28827402,28831454
LOC401321,125574,401321,7,+,1,4638,4638,1,32797898,32802536
LOC401387,NA,NA,7,-,1,2656,20392,5,91774198,91794590
LOC401397,NA,NA,7,-,2,1080,1864,3,112756773,112758637
LOC401431,NA,NA,7,-,1,3065,6168,4,149564783,149570951
LOC401463,NA,NA,8,-,1,2699,2954,2,65486866,65489820
LOC401588,NA,NA,X,+,1,1903,2742,2,46404928,46407670
LOC401980,125844,401980,1,-,1,1868,20813,5,202955580,202976393
LOC402160,125907,402160,4,+,1,2099,43989,16,2420701,2464690
LOC402778,NA,NA,11,-,1,1081,13319,2,1756030,1769349
LOC404266,NA,NA,17,+,5,473,11861,3,46669654,46679703
LOC407835,128233,407835,7,+,1,1725,1725,1,128766325,128768050
LOC415056,128914,415056,9,+,1,882,15060,2,34568010,34583070
LOC439949,133171,439949,10,+,2,2218,4936,2,6622387,6627323
LOC439994,133215,439994,10,+,1,1163,1163,1,89102168,89103331
LOC440028,NA,NA,11,-,1,2308,4763,3,9776317,9781080
LOC440040,NA,NA,11,+,1,2174,251889,7,49580080,49831969
LOC440104,NA,NA,12,+,4,3190,6638,5,56223392,56230030
LOC440117,NA,NA,12,-,1,1479,5196,3,127354040,127359236
LOC440131,133347,440131,13,+,1,691,13957,5,30510668,30524625
LOC440173,133381,440173,9,-,1,2014,33675,2,89623366,89657041
LOC440297,133480,440297,15,+,3,6795,15950,12,82970479,82986427
LOC440300,133483,440300,15,+,1,7742,17425,8,84860600,84878025
LOC440335,133515,440335,16,+,3,623,7825,5,4838457,4846282
LOC440354,NA,NA,16,-,2,3846,38470,27,29908922,29947392
LOC440356,NA,NA,16,+,2,694,4294,6,29875080,29879374
LOC440419,NA,NA,17,+,1,3070,13618,13,25745031,25758649
LOC440434,NA,NA,17,-,1,1640,61460,12,36351796,36413256
LOC440461,133630,440461,17,+,1,1642,1642,1,66194801,66196443
LOC440518,133686,440518,19,+,1,2023,7293,10,22779059,22786352
LOC440563,133725,440563,1,-,1,1154,1366,2,13182960,13184326
LOC440600,NA,NA,1,-,1,2605,52794,4,110828999,110881793
LOC440700,NA,NA,1,+,1,1206,11212,4,165667987,165679199
LOC440704,NA,NA,1,+,1,2211,176768,5,190594020,190770788
LOC440839,133984,440839,2,-,1,1182,288008,3,113917421,114205429
LOC440895,NA,NA,2,+,4,812,20890,4,110932882,110953771
LOC440896,134030,440896,9,-,1,3178,6827,4,69174214,69181041
LOC440900,NA,NA,2,+,1,850,27741,2,114737146,114764887
LOC440905,NA,NA,2,-,1,4512,25132,12,130783572,130808704
LOC440910,NA,NA,2,+,1,1733,20529,6,132036863,132057392
LOC440925,NA,NA,2,-,1,2128,2128,1,171568949,171571077
LOC440926,NA,NA,1,+,1,1038,9275,4,226250428,226259703
LOC440944,134073,440944,3,-,1,1857,8637,3,9430537,9439174
LOC440970,NA,NA,3,-,1,7288,231170,21,84687556,84918726
LOC441025,NA,NA,4,+,1,1139,8490,4,76279286,76287776
LOC441046,NA,NA,4,+,1,1988,1988,1,144480625,144482613
LOC441177,NA,NA,6,+,1,2064,2064,1,166401039,166403103
LOC441204,134319,441204,7,+,1,1627,92879,5,26443107,26535986
LOC441208,NA,NA,7,+,1,2033,2033,1,32767562,32769595
LOC441454,134550,441454,9,+,1,1380,1380,1,99671357,99672737
LOC441455,134551,441455,9,+,1,1646,1646,1,99488103,99489749
LOC441495,NA,NA,X,+,2,1301,1301,1,51439036,51440336
LOC441601,134682,441601,11,-,1,1009,18634,6,50238999,50257633
LOC441617,NA,NA,11,+,1,2798,2798,1,74951950,74954748
LOC441666,134732,441666,10,-,1,6658,36179,3,42827314,42863493
LOC441869,NA,NA,1,-,2,1744,2850,4,1353800,1356650
LOC441897,NA,NA,1,-,1,603,5332,5,111927141,111932473
LOC442028,135016,442028,2,-,1,3320,78657,10,95534430,95613087
LOC442132,135112,442132,5,-,1,2059,7340,11,7299487,7306827
LOC442211,NA,NA,6,+,1,618,618,1,42695314,42695932
LOC442421,NA,NA,9,+,1,3703,8761,2,66494269,66503030
LOC442454,NA,NA,X,-,1,796,796,1,56763221,56764017
LOC442459,135402,442459,X,-,1,2164,478241,11,98716600,99194841
LOC442497,NA,NA,7,+,1,2244,3454,3,419391,422845
LOC493754,165327,493754,7,-,1,3288,24945,4,66018553,66043498
LOC494127,1012434,494127,9,-,1,1339,1339,1,89698801,89700140
LOC494141,NA,NA,11,+,3,1868,4279,2,18230685,18235111
LOC541471,NA,NA,2,-,2,666,96954,2,112155738,112252692
LOC541473,NA,NA,7,+,1,975,3476,5,72440192,72443668
LOC550112,NA,NA,4,+,1,2288,21226,2,68566996,68588222
LOC550643,1009049,550643,X,+,1,691,88286,3,56755718,56844004
LOC554202,NA,NA,9,-,1,2144,105430,4,21454267,21559697
LOC55908,NA,NA,19,+,1,868,2324,4,11350295,11352619
LOC572558,NA,NA,9,-,1,530,2648,2,70970109,70972757
LOC574538,1012817,574538,12,-,1,2894,11755,10,246577,258332
LOC57653,NA,NA,9,+,3,6299,138869,49,100000708,100139577
LOC595101,149576,595101,16,-,1,4273,67781,28,30278914,30346695
LOC606724,142302,606724,16,+,2,570,570,1,29830336,29830906
LOC613037,NA,NA,16,-,1,3448,22582,7,30234350,30256932
LOC613038,NA,NA,16,-,2,1473,2610,5,29845964,29848574
LOC619207,NA,NA,10,+,1,4894,14521,10,135267432,135281953
LOC63930,40573,63930,20,+,1,3361,75688,5,61640735,61716423
LOC641298,NA,NA,16,+,1,4981,55212,29,22448329,22503541
LOC641367,151962,641367,19,+,1,2693,2693,1,21933547,21936240
LOC641518,NA,NA,4,+,2,1361,6608,3,109090978,109097586
LOC641746,168931,641746,7,+,1,1141,1141,1,64042988,64044129
LOC642006,NA,NA,7,-,1,974,14486,4,57233377,57247863
LOC642236,158561,642236,9,-,1,1062,26592,9,68427783,68454375
LOC642313,NA,NA,9,+,1,1631,1631,1,168877,170508
LOC642345,NA,NA,13,-,1,1669,226976,6,88096242,88323218
LOC642361,165116,642361,10,+,1,1700,1700,1,81585658,81587358
LOC642587,NA,NA,1,+,1,886,3724,4,209602168,209605892
LOC642597,NA,NA,18,-,1,2300,53583,2,5143672,5197255
LOC642826,NA,NA,10,-,2,806,806,1,47714272,47715077
LOC642846,NA,NA,12,+,1,3477,30431,22,9436253,9466684
LOC642852,153112,642852,21,+,1,7162,9302,3,46707967,46717269
LOC642864,NA,NA,1,+,1,532,1307,3,109399839,109401146
LOC642924,NA,NA,8,-,1,1903,353966,11,94358695,94712661
LOC642929,167814,642929,9,-,1,980,4947,5,43140537,43145484
LOC643008,NA,NA,17,+,2,2946,6392,2,73631094,73637486
LOC643037,152008,643037,11,+,1,600,19594,4,94245695,94265289
LOC643201,NA,NA,5,-,1,4266,56210,26,175570088,175626298
LOC643387,171726,643387,2,+,1,2658,2658,1,239140327,239142985
LOC643406,150756,643406,20,+,1,3797,5938,2,5451842,5457780
LOC643486,180717,643486,X,-,1,816,816,1,95592085,95592901
LOC643542,165662,643542,18,+,1,2986,383073,5,65183783,65566856
LOC643596,NA,NA,9,+,1,1500,2072,3,140122018,140124090
LOC643650,NA,NA,10,-,1,2873,54946,4,47096454,47151400
LOC643714,NA,NA,16,-,1,997,54888,4,52585999,52640887
LOC643719,NA,NA,19,-,1,599,958,3,35067638,35068596
LOC643733,NA,NA,11,-,2,612,16626,5,104772276,104788902
LOC643749,NA,NA,6,+,4,3420,106765,4,111804675,111911440
LOC643763,NA,NA,8,+,1,7040,7040,1,63890420,63897460
LOC643837,NA,NA,1,+,1,1536,26676,7,763064,789740
LOC643923,NA,NA,11,+,1,969,1478,3,107462471,107463949
LOC643955,NA,NA,7,-,1,1763,12764,3,62751670,62764434
LOC644100,150987,644100,5,+,1,639,7664,3,115387163,115394827
LOC644145,150941,644145,4,+,1,385,17193,3,56686237,56703430
LOC644172,158888,644172,17,-,1,2257,2257,1,43677491,43679748
LOC644189,180767,644189,19,+,1,1247,1247,1,36912439,36913686
LOC644242,167952,644242,1,-,1,1589,1589,1,120140325,120141914
LOC644246,NA,NA,17,+,1,520,3150,2,44270939,44274089
LOC644538,NA,NA,X,+,1,1535,1535,1,134124968,134126503
LOC644649,150462,644649,16,-,1,1050,1050,1,59788045,59789095
LOC644656,151697,644656,11,-,1,1142,1142,1,9481103,9482245
LOC644669,NA,NA,18,-,1,2091,12363,6,15313555,15325918
LOC644714,NA,NA,3,-,1,2297,10717,3,45719657,45730374
LOC644759,NA,NA,4,-,1,5896,5896,1,68857405,68863301
LOC644936,169905,644936,5,-,1,1380,1380,1,79594917,79596297
LOC644961,166363,644961,1,+,1,2651,2651,1,27650365,27653016
LOC645158,NA,NA,18,-,1,509,509,1,2652722,2653231
LOC645166,NA,NA,1,+,3,660,23309,4,148928286,148951595
LOC645212,152083,645212,15,-,2,1616,2406,2,44826703,44829110
LOC645277,NA,NA,12,-,1,868,7301,6,133179736,133187037
LOC645323,NA,NA,5,-,3,3355,13999,4,87960263,87974262
LOC645332,NA,NA,11,-,1,1855,13569,4,67559238,67572807
LOC645431,166958,645431,14,-,1,2024,2024,1,65877311,65879335
LOC645434,152458,645434,6,-,1,1686,5601,4,139790132,139795733
LOC645513,NA,NA,4,+,1,1039,44809,9,120375938,120420747
LOC645591,NA,NA,7,-,2,1141,6338,4,104438200,104444539
LOC645638,166399,645638,17,-,1,618,4901,3,58160927,58165828
LOC645676,NA,NA,1,+,1,1963,1963,1,155531772,155533735
LOC645752,152934,645752,15,-,1,3099,12629,18,78206559,78219188
LOC645781,NA,NA,19,+,1,1250,2948,6,7981032,7983980
LOC645971,NA,NA,19,+,1,1554,2387,3,49929688,49932075
LOC646168,NA,NA,3,+,1,2670,28061,8,167613736,167641797
LOC646214,169755,646214,15,-,1,8225,8225,1,21932514,21940739
LOC646268,NA,NA,1,-,1,832,8596,3,158101834,158110430
LOC646278,166305,646278,15,+,1,2086,66740,14,29034980,29101720
LOC646324,NA,NA,2,-,1,3680,231973,10,216476286,216708259
LOC646329,NA,NA,7,-,1,2224,32318,4,130565751,130598069
LOC646471,150818,646471,1,-,1,3652,3652,1,26146445,26150097
LOC646498,NA,NA,3,-,1,698,14222,4,49215069,49229291
LOC646508,NA,NA,19,+,1,1376,3389,4,53784811,53788200
LOC646627,151012,646627,1,-,1,434,434,1,248902717,248903151
LOC646743,166125,646743,2,-,2,2226,13338,3,131311272,131324611
LOC646762,151691,646762,7,-,1,5782,39216,2,29685538,29724754
LOC646813,171373,646813,11,+,1,1276,11484,6,50368318,50379802
LOC646851,NA,NA,22,-,1,10305,78509,17,38974125,39052634
LOC646862,165072,646862,19,+,1,989,989,1,58907457,58908446
LOC646870,158606,646870,1,-,1,1368,1368,1,173331510,173332878
LOC646903,152028,646903,3,+,1,1963,1963,1,149689066,149691029
LOC646938,NA,NA,15,+,1,479,1355,2,79044379,79045734
LOC646960,NA,NA,2,+,1,2144,5252,13,233385173,233390425
LOC646982,NA,NA,13,-,3,3826,133872,7,40921271,41055143
LOC646999,151999,646999,7,+,1,2601,2601,1,39649086,39651687
LOC647012,180590,647012,2,+,1,1850,1850,1,139654894,139656744
LOC647107,NA,NA,3,-,1,1512,126058,7,162895031,163021089
LOC647310,NA,NA,14,+,1,2567,15276,4,105864920,105880196
LOC647323,NA,NA,3,-,1,1612,46287,3,193675161,193721448
LOC647589,NA,NA,12,-,1,1756,17524,9,133794898,133812422
LOC647859,158610,647859,5,-,1,573,18867,5,70370030,70388897
LOC647946,167634,647946,18,-,1,2143,545071,4,36786888,37331959
LOC647979,165766,647979,20,-,1,5342,5342,1,34633540,34638882
LOC648691,NA,NA,22,+,1,3102,7251,3,22901756,22909007
LOC648740,NA,NA,1,+,1,1982,1982,1,104112026,104114008
LOC648809,171398,648809,15,+,1,1157,46414,10,84748939,84795353
LOC648987,NA,NA,5,-,2,2460,3422,2,43015490,43018913
LOC649330,159106,649330,1,-,1,1001,1001,1,12907236,12908237
LOC649395,171685,649395,7,+,1,1824,1824,1,63894071,63895895
LOC650226,1012995,650226,7,-,1,1661,24671,6,56491397,56516068
LOC650293,150957,650293,4,+,1,650,650,1,8951477,8952127
LOC650368,NA,NA,11,+,1,1466,28187,11,3402191,3430378
LOC650623,171296,650623,10,+,1,5919,5919,1,81442731,81448650
LOC652276,NA,NA,16,+,1,2710,27110,4,2653385,2680495
LOC653075,171507,653075,15,+,1,3454,11405,17,30427990,30439395
LOC653113,NA,NA,12,-,1,2138,11897,5,8383645,8395542
LOC653486,151520,653486,11,+,1,355,1420,3,193080,194500
LOC653501,NA,NA,9,-,2,4023,20712,5,40516324,40537035
LOC653513,151799,653513,1,-,1,867,3588,3,144676437,144680025
LOC653566,166383,653566,1,-,1,1623,1623,1,28421446,28423069
LOC653653,166424,653653,17,-,1,1159,1159,1,58179121,58180280
LOC653712,NA,NA,3,-,1,1099,10033,5,128580351,128590384
LOC653786,NA,NA,16,+,1,2652,31167,9,22557019,22588186
LOC654342,NA,NA,2,-,1,601,23266,4,91824709,91847975
LOC654433,NA,NA,2,+,1,2674,30734,6,113993846,114024580
LOC678655,NA,NA,12,-,1,2358,12516,6,6548167,6560683
LOC723809,NA,NA,7,-,1,1828,32017,4,104535075,104567092
LOC723972,NA,NA,15,+,1,737,737,1,35529527,35530264
LOC727677,NA,NA,8,-,1,1407,38789,5,128455595,128494384
LOC727849,169782,727849,15,-,3,3289,34739,7,82944793,82976263
LOC727896,168137,727896,18,-,1,3408,3408,1,2943213,2946621
LOC727924,170398,727924,15,+,1,1589,93056,11,22278032,22371088
LOC727982,NA,NA,2,-,1,2669,28004,5,4675808,4703812
LOC728024,170498,728024,8,-,1,1490,1490,1,37604074,37605564
LOC728066,NA,NA,7,-,1,2005,29328,10,92190368,92219696
LOC728129,NA,NA,17,+,1,875,3259,2,38097727,38100986
LOC728190,NA,NA,10,-,1,816,103891,6,88998424,89102315
LOC728192,NA,NA,13,+,1,913,1231,3,107028911,107030142
LOC728228,NA,NA,20,+,1,679,2863,3,4173737,4176600
LOC728264,NA,NA,5,+,1,9067,25959,3,148786440,148812399
LOC728276,NA,NA,16,+,1,653,18611,3,19297105,19315716
LOC728323,172207,728323,2,+,1,1121,71625,7,243030844,243102469
LOC728377,181521,728377,7,-,1,4191,27007,13,143956089,143983096
LOC728392,168631,728392,17,-,1,1491,1572,2,5402747,5404319
LOC728407,182332,728407,10,-,1,1407,117408,13,51253908,51371316
LOC728460,170828,728460,5,+,1,436,22485,3,121495871,121518356
LOC728554,NA,NA,5,+,1,1821,9007,6,177302262,177311269
LOC728606,169842,728606,18,-,1,2596,16017,2,24267585,24283602
LOC728613,171884,728613,5,-,1,2572,36448,4,1597672,1634120
LOC728622,NA,NA,12,+,1,1881,1881,1,17141681,17143562
LOC728640,NA,NA,10,+,1,2518,2518,1,60474775,60477293
LOC728643,NA,NA,10,-,1,541,541,1,47133295,47133836
LOC728723,NA,NA,5,+,1,1138,61553,4,76382623,76444176
LOC728724,NA,NA,8,-,1,1150,24773,3,130228713,130253486
LOC728739,181814,728739,12,-,1,621,621,1,108296927,108297548
LOC728743,181788,728743,7,+,1,3366,6718,3,150102840,150109558
LOC728752,181101,728752,19,+,1,1413,1413,1,36980529,36981942
LOC728758,NA,NA,15,-,1,2345,2345,1,44168024,44170369
LOC728819,180634,728819,2,-,1,1169,1169,1,43902292,43903461
LOC728853,181168,728853,19,-,1,2849,2849,1,38319707,38322556
LOC728855,NA,NA,1,-,3,1268,40261,2,144300512,144340773
LOC728875,NA,NA,1,-,2,766,41230,4,144390632,144431862
LOC728989,NA,NA,1,-,1,1070,23704,6,146490895,146514599
LOC729013,NA,NA,11,+,1,1110,21059,3,10879764,10900823
LOC729020,171232,729020,10,+,1,2129,2129,1,105005644,105007773
LOC729080,172260,729080,5,-,1,1069,1069,1,141275191,141276260
LOC729082,NA,NA,15,+,1,1890,15594,4,41576201,41591795
LOC729121,NA,NA,2,-,1,1579,3063,2,108439520,108442583
LOC729156,NA,NA,7,-,1,2415,34833,11,66274980,66309813
LOC729176,171104,729176,6,-,1,2155,2155,1,147122805,147124960
LOC729177,172314,729177,6,-,1,2292,12591,3,22134831,22147422
LOC729178,NA,NA,6,-,1,3061,363225,11,147162525,147525750
LOC729234,NA,NA,2,+,1,848,12585,4,96676299,96688884
LOC729375,NA,NA,3,-,1,2111,13651,5,129816625,129830276
LOC729467,NA,NA,1,-,1,1040,14871,3,59597608,59612479
LOC729513,NA,NA,16,-,1,1885,6452,6,70253484,70259936
LOC729603,172333,729603,6,+,1,3130,3130,1,160514114,160517244
LOC729609,182441,729609,X,-,1,626,2962,2,20004935,20007897
LOC729668,171713,729668,10,-,1,1558,10121,9,30653256,30663377
LOC729678,NA,NA,5,+,1,2889,5767,3,180256959,180262726
LOC729723,NA,NA,2,+,1,4671,67582,3,25194981,25262563
LOC729799,NA,NA,11,+,1,2571,2571,1,43918853,43921424
LOC729852,181363,729852,7,+,1,2266,238509,4,7680342,7918851
LOC729862,NA,NA,5,+,1,443,443,1,28926977,28927420
LOC729966,NA,NA,19,-,1,683,5469,4,18360760,18366229
LOC729970,NA,NA,1,+,1,948,35242,4,95393584,95428826
LOC729991,NA,NA,19,-,2,1460,13201,5,19290199,19303400
LOC729991-MEF2B,NA,NA,19,-,3,2118,47024,12,19256376,19303400
LOC730005,NA,NA,22,-,1,1249,21752,12,30920917,30942669
LOC730101,NA,NA,6,+,2,3666,4752,2,52529199,52533951
LOC730102,NA,NA,1,-,1,2964,31867,10,177975275,178007142
LOC730159,171142,730159,1,+,1,629,1611,2,173604661,173606272
LOC730227,NA,NA,1,-,2,2644,6567,4,203267886,203274453
LOC730441,169751,730441,7,-,1,2052,3967,3,141968101,141972068
LOC730668,180885,730668,22,+,1,4161,4161,1,46402496,46406657
LOC730755,NA,NA,17,-,1,851,851,1,39215493,39216344
LOC730811,NA,NA,2,+,1,3240,7876,2,2323004,2330880
LOC731275,169457,731275,1,-,1,3816,45430,18,243219616,243265046
LOC731779,NA,NA,8,+,1,792,4072,4,142350648,142354720
LOC731789,NA,NA,10,+,1,6099,10346,5,26932037,26942383
LOC732275,NA,NA,16,-,1,2611,13829,7,86365456,86379285
LOC79015,NA,NA,20,-,1,1152,15288,5,43285092,43300380
LOC80054,55856,80054,19,+,1,2200,2200,1,33793763,33795963
LOC80154,NA,NA,15,+,3,2551,34245,8,82944822,82975798
LOC81691,NA,NA,16,+,3,2756,43223,20,20817767,20860990
LOC84856,NA,NA,10,+,1,2301,19846,5,42970939,42990785
LOC84931,59121,84931,2,-,1,2014,2014,1,121221911,121223925
